pl_name,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,st_met,pl_eqt,origin
Kepler-811 b,,,,3.263,,5639.0,1.473,,,,Exoplanet
Kepler-811 b,23.58447697,0.1612,0.0,2.07,,5973.0,0.937,1.005,-0.14,635.0,Exoplanet
Kepler-811 b,23.58447697,0.1612,0.0,2.07,,5973.0,0.937,1.005,-0.14,635.0,Exoplanet
Kepler-811 b,23.58461,0.162,0.0,2.16,,5956.0,0.93,1.018,,630.0,Exoplanet
Kepler-812 b,10.11716531,,,3.55,,6761.0,1.71,1.45,0.02,,Exoplanet
Kepler-812 b,10.117121,0.102,0.0,2.8,,7110.0,1.42,1.4,,1170.0,Exoplanet
Kepler-812 b,10.1171215348,,,,,6720.56,1.7531,1.43,0.0149,,Exoplanet
Kepler-812 b,10.11716531,0.1021,0.0,3.16,,7138.0,1.554,1.393,-0.2,1228.0,Exoplanet
Kepler-812 b,10.1171684,0.1024,0.0,3.07,,6306.0,1.792,1.399,0.24,1163.0,Exoplanet
Kepler-812 b,10.11716531,0.1021,0.0,3.16,,7138.0,1.554,1.393,-0.2,1228.0,Exoplanet
Kepler-812 b,,,,3.021,,6312.0,1.762,,,,Exoplanet
Kepler-812 b,10.1171684,,,,,6720.56,1.7531,1.43,0.0149,,Exoplanet
Kepler-812 b,10.11716531,0.1021,0.0,3.16,,7138.0,1.554,1.393,-0.2,1228.0,Exoplanet
Kepler-812 b,10.11715807,,,,,6720.56,1.7531,1.43,0.0149,,Exoplanet
Kepler-813 b,19.12947603,0.1439,0.0,4.23,,5372.0,1.71,1.084,0.46,817.0,Exoplanet
Kepler-813 b,19.1294969912,,,,,5730.59,,,-0.205,,Exoplanet
Kepler-813 b,19.12950542,,,,,5730.59,,,-0.205,,Exoplanet
Kepler-813 b,19.12947337,0.1424,0.0,2.27,,6061.0,0.97,1.05,-0.1,698.0,Exoplanet
Kepler-813 b,19.12947337,0.1424,0.0,2.27,,6061.0,0.97,1.05,-0.1,698.0,Exoplanet
Kepler-813 b,19.12947337,0.1424,0.0,2.27,,6061.0,0.97,1.05,-0.1,698.0,Exoplanet
Kepler-813 b,19.12962,0.142,0.0,2.2,,6042.0,0.96,1.05,,692.0,Exoplanet
Kepler-813 b,19.12947603,,,,,5730.59,,,-0.205,,Exoplanet
Kepler-813 b,19.12947337,,,2.14,,5743.0,0.93,0.95,-0.13,,Exoplanet
Kepler-814 b,,,,2.997,,6111.0,1.9,,,,Exoplanet
Kepler-814 b,6.1470311505,,,,,6107.0,1.93055,1.15,,,Exoplanet
Kepler-814 b,6.1469851,0.0676,0.0,1.78,,6341.0,1.033,1.083,-0.24,1093.0,Exoplanet
Kepler-814 b,6.1469956,,,,,6107.0,1.93055,1.15,,,Exoplanet
Kepler-814 b,6.1469851,,,2.12,,6162.0,1.22,1.15,0.01,,Exoplanet
Kepler-814 b,6.1469956,0.0695,0.0,2.04,,6110.0,1.296,1.185,0.16,1164.0,Exoplanet
Kepler-814 b,6.1469851,0.0676,0.0,1.78,,6341.0,1.033,1.083,-0.24,1093.0,Exoplanet
Kepler-814 b,6.146918,0.069,0.0,1.68,,6367.0,1.09,1.161,,1114.0,Exoplanet
Kepler-814 b,6.1469851,0.0676,0.0,1.78,,6341.0,1.033,1.083,-0.24,1093.0,Exoplanet
Kepler-815 b,8.5743858398,,,,,4982.09,3.68604,,-0.021,,Exoplanet
Kepler-815 b,8.57503552,0.0905,0.0,4.43,,5048.0,3.549,1.345,-0.03,1394.0,Exoplanet
Kepler-815 b,8.57503552,0.09473,,4.358,,5074.0,3.497,1.541,0.12,,Exoplanet
Kepler-815 b,8.57503552,0.0905,0.0,4.43,,5048.0,3.549,1.345,-0.03,1394.0,Exoplanet
Kepler-815 b,,,,4.432,,5074.0,3.602,,,,Exoplanet
Kepler-815 b,8.57504983,0.0888,0.0,4.26,,4986.0,3.464,1.268,-0.04,1374.0,Exoplanet
Kepler-815 b,8.57503552,0.0905,0.0,4.43,,5048.0,3.549,1.345,-0.03,1394.0,Exoplanet
Kepler-815 b,8.57503552,,,4.11,,5028.0,3.42,1.25,-0.03,,Exoplanet
Kepler-815 b,8.57504983,,,,,4982.09,3.68604,,-0.021,,Exoplanet
Kepler-815 b,8.57507,0.09,0.0,3.47,,5124.0,2.67,1.32,,1230.0,Exoplanet
Kepler-815 b,8.57518039,,,,,4982.09,3.68604,,-0.021,,Exoplanet
Kepler-816 b,10.506825646,,,10.24,,5286.0,0.85,0.9,0.16,,Exoplanet
Kepler-816 b,10.5068257,,,,,4797.24,0.940687,0.78,0.186,,Exoplanet
Kepler-816 b,10.506825646,0.0893,0.0,9.41,,5122.0,0.784,0.859,0.1,669.0,Exoplanet
Kepler-816 b,10.506825646,0.0893,0.0,9.41,,5122.0,0.784,0.859,0.1,669.0,Exoplanet
Kepler-816 b,10.50682978,,,,,4797.24,0.940687,0.78,0.186,,Exoplanet
Kepler-816 b,10.506825646,0.0893,0.0,9.41,,5122.0,0.784,0.859,0.1,669.0,Exoplanet
Kepler-816 b,,,,9.321,,5124.0,0.809,,,,Exoplanet
Kepler-816 b,10.50682978,0.0895,0.0,9.01,,5127.0,0.782,0.872,0.12,668.0,Exoplanet
Kepler-816 b,10.506822,0.09,0.0,8.2,,4936.0,0.75,0.87,,628.0,Exoplanet
Kepler-816 b,10.5068282763,,,,,4797.24,0.940687,0.78,0.186,,Exoplanet
Kepler-817 b,3.9901099,0.05,0.0,6.4,,5666.0,0.75,1.02,,969.0,Exoplanet
Kepler-817 b,3.990106229,,,9.03,,5861.0,1.03,1.03,0.02,,Exoplanet
Kepler-817 b,,,,8.976,,5924.0,1.1,,,,Exoplanet
Kepler-817 b,3.990105908,0.0493,0.0,7.45,,5926.0,0.913,1.004,-0.12,1124.0,Exoplanet
Kepler-817 b,3.990106229,0.0493,0.0,8.02,,5926.0,0.913,1.004,-0.12,1125.0,Exoplanet
Kepler-817 b,3.990106229,0.0493,0.0,8.02,,5926.0,0.913,1.004,-0.12,1125.0,Exoplanet
Kepler-817 b,3.990106229,0.0493,0.0,8.02,,5926.0,0.913,1.004,-0.12,1125.0,Exoplanet
Kepler-817 b,3.99010399,,,,,5593.0,1.176,0.99,,,Exoplanet
Kepler-817 b,3.990105908,,,,,5593.0,1.176,0.99,,,Exoplanet
Kepler-817 b,3.9901082525,,,,,5593.0,1.176,0.99,,,Exoplanet
Kepler-818 b,10.035381809,,,,,5624.0,0.913187,1.0,,,Exoplanet
Kepler-818 b,10.035355,0.091,0.0,4.6,,5843.0,0.88,0.988,,801.0,Exoplanet
Kepler-818 b,10.035385814,0.0892,0.0,4.69,,5835.0,0.847,0.935,-0.24,793.0,Exoplanet
Kepler-818 b,,,,4.631,,5831.0,0.873,,,,Exoplanet
Kepler-818 b,10.035385814,,,5.11,,5638.0,0.92,0.94,-0.08,,Exoplanet
Kepler-818 b,10.035381809,0.0886,0.0,4.42,,5813.0,0.833,0.925,-0.28,786.0,Exoplanet
Kepler-818 b,10.035385814,0.0892,0.0,4.69,,5835.0,0.847,0.935,-0.24,793.0,Exoplanet
Kepler-818 b,10.035385814,0.0892,0.0,4.69,,5835.0,0.847,0.935,-0.24,793.0,Exoplanet
Kepler-818 b,10.03538976,,,,,5624.0,0.913187,1.0,,,Exoplanet
Kepler-818 b,10.0354072958,,,,,5624.0,0.913187,1.0,,,Exoplanet
Kepler-819 b,33.1995648,0.1899,0.0,2.56,,5307.0,0.76,0.83,-0.18,468.0,Exoplanet
Kepler-819 b,33.1996355,0.1894,0.0,2.85,,5102.0,0.88,0.819,0.18,485.0,Exoplanet
Kepler-819 b,33.1996355,,,,,5162.79,0.79071,0.87,0.01,,Exoplanet
Kepler-819 b,33.1995648,0.1899,0.0,2.56,,5307.0,0.76,0.83,-0.18,468.0,Exoplanet
Kepler-819 b,,,,2.484,,5089.0,0.768,,,,Exoplanet
Kepler-819 b,33.19949014,,,,,5162.79,0.79071,0.87,0.01,,Exoplanet
Kepler-819 b,33.1995822239,,,,,5162.79,0.79071,0.87,0.01,,Exoplanet
Kepler-819 b,33.1995648,0.1899,0.0,2.56,,5307.0,0.76,0.83,-0.18,468.0,Exoplanet
Kepler-819 b,33.1995648,,,2.76,,5279.0,0.81,0.86,-0.06,,Exoplanet
Kepler-819 b,33.1994,0.191,0.0,2.9,,5300.0,0.75,0.838,,464.0,Exoplanet
Kepler-82 b,26.44,0.1683,0.0033,4.07,12.15,,0.898,0.91,,,Exoplanet
Kepler-82 b,26.44435456,0.1718,0.0,4.7,,5739.0,0.928,0.966,-0.02,588.0,Exoplanet
Kepler-82 b,26.4444059,,,,,5309.19,0.955127,0.91,0.2107,,Exoplanet
Kepler-82 b,26.444393,,,,10.0,,0.859,0.946,,,Exoplanet
Kepler-82 b,26.44439337,0.1687,0.0,3.91,,5427.0,0.929,0.915,0.16,562.0,Exoplanet
Kepler-82 b,26.44435456,,,4.66,,5529.0,0.93,0.96,0.12,,Exoplanet
Kepler-82 b,26.444,,,3.95,51.0,,0.928,0.97,,,Exoplanet
Kepler-82 b,26.44288,0.169,0.0,4.0,,5700.0,0.9,0.922,,581.0,Exoplanet
Kepler-82 b,,,,3.59,,5401.0,0.854,,,,Exoplanet
Kepler-82 b,26.444,,,4.0,,,0.9,0.85,,,Exoplanet
Kepler-82 b,26.44435456,0.1718,0.0,4.7,,5739.0,0.928,0.966,-0.02,588.0,Exoplanet
Kepler-82 b,26.44439337,,,,,5309.19,0.955127,0.91,0.2107,,Exoplanet
Kepler-82 b,26.44435456,0.1718,0.0,4.7,,5739.0,0.928,0.966,-0.02,588.0,Exoplanet
Kepler-82 b,26.44435456,0.17059,,4.225,,5401.0,0.835,0.946,0.2,,Exoplanet
Kepler-82 c,51.53998542,,,6.08,,5529.0,0.93,0.96,0.12,,Exoplanet
Kepler-82 c,51.53997972,0.2632,0.0,5.51,,5427.0,0.929,0.915,0.16,450.0,Exoplanet
Kepler-82 c,51.53998542,0.2681,0.0,6.11,,5739.0,0.928,0.966,-0.02,471.0,Exoplanet
Kepler-82 c,51.53998,,,,0.018,,0.859,0.946,,,Exoplanet
Kepler-82 c,51.53998542,0.2681,0.0,6.11,,5739.0,0.928,0.966,-0.02,471.0,Exoplanet
Kepler-82 c,,,,5.067,,5401.0,0.854,,,,Exoplanet
Kepler-82 c,51.53005,0.264,0.0,5.3,,5700.0,0.9,0.922,,464.0,Exoplanet
Kepler-82 c,51.53998542,0.2681,0.0,6.11,,5739.0,0.928,0.966,-0.02,471.0,Exoplanet
Kepler-82 c,51.538,,,5.35,,,0.9,0.85,,,Exoplanet
Kepler-82 c,51.53998542,0.26623,,5.492,,5401.0,0.835,0.946,0.2,,Exoplanet
Kepler-82 c,51.535,,,5.28,18.4,,0.928,0.97,,,Exoplanet
Kepler-82 c,51.53868261,,,,,5309.19,0.955127,0.91,0.2107,,Exoplanet
Kepler-82 c,51.54,0.2626,0.007,5.34,13.9,,0.898,0.91,,,Exoplanet
Kepler-82 c,51.53997972,,,,,5309.19,0.955127,0.91,0.2107,,Exoplanet
Kepler-82 d,2.382961,0.034,,1.77,,5428.0,0.945,,,,Exoplanet
Kepler-82 d,2.382951591,0.0339,0.0,1.86,,5427.0,0.929,0.915,0.16,1253.0,Exoplanet
Kepler-82 d,2.382952186,,,1.73,,5529.0,0.93,0.96,0.12,,Exoplanet
Kepler-82 d,2.3829466498,,,,,5309.19,0.955127,0.91,0.2107,,Exoplanet
Kepler-82 d,2.382961,0.034,0.0,1.41,,5700.0,0.9,0.922,,1294.0,Exoplanet
Kepler-82 d,2.3829516,,,,885.098,,0.859,0.946,,,Exoplanet
Kepler-82 d,2.382952186,0.0345,0.0,1.77,,5739.0,0.928,0.966,-0.02,1313.0,Exoplanet
Kepler-82 d,2.382951591,,,,,5309.19,0.955127,0.91,0.2107,,Exoplanet
Kepler-82 d,2.382952186,0.0343,,1.594,,5401.0,0.835,0.946,0.2,,Exoplanet
Kepler-82 d,2.382952186,0.0345,0.0,1.77,,5739.0,0.928,0.966,-0.02,1313.0,Exoplanet
Kepler-82 d,,,,1.712,,5401.0,0.854,,,,Exoplanet
Kepler-82 d,2.382952186,0.0345,0.0,1.77,,5739.0,0.928,0.966,-0.02,1313.0,Exoplanet
Kepler-82 e,5.902245782,0.0621,0.0,2.43,,5427.0,0.929,0.915,0.16,926.0,Exoplanet
Kepler-82 e,5.902206,0.063,,2.47,,5428.0,0.945,,,,Exoplanet
Kepler-82 e,5.90225962,,,,,5309.19,0.955127,0.91,0.2107,,Exoplanet
Kepler-82 e,5.902245782,,,,,5309.19,0.955127,0.91,0.2107,,Exoplanet
Kepler-82 e,5.902246921,,,2.54,,5529.0,0.93,0.96,0.12,,Exoplanet
Kepler-82 e,5.902246921,0.0632,0.0,2.55,,5739.0,0.928,0.966,-0.02,970.0,Exoplanet
Kepler-82 e,5.9022788846,,,,,5309.19,0.955127,0.91,0.2107,,Exoplanet
Kepler-82 e,5.902246921,0.0632,0.0,2.55,,5739.0,0.928,0.966,-0.02,970.0,Exoplanet
Kepler-82 e,5.902246921,0.0632,0.0,2.55,,5739.0,0.928,0.966,-0.02,970.0,Exoplanet
Kepler-82 e,,,,2.229,,5401.0,0.854,,,,Exoplanet
Kepler-82 e,5.902246921,0.06278,,2.3,,5401.0,0.835,0.946,0.2,,Exoplanet
Kepler-82 e,5.902209,0.062,0.0,2.3,,5700.0,0.9,0.922,,958.0,Exoplanet
Kepler-82 e,5.9022458,,,,254.02,,0.859,0.946,,,Exoplanet
Kepler-82 f,75.732,0.3395,0.0014,,20.9,,0.898,0.91,,,Exoplanet
Kepler-820 b,127.8338098,,,6.09,,6260.0,1.36,1.23,0.09,,Exoplanet
Kepler-820 b,127.8334997,,,,,6006.0,2.04282,1.11,,,Exoplanet
Kepler-820 b,127.8338098,0.56004,,8.195,,6443.0,1.83,1.433,0.15,,Exoplanet
Kepler-820 b,127.833994027,,,,,6006.0,2.04282,1.11,,,Exoplanet
Kepler-820 b,127.8338098,0.5102,0.0,7.57,,6205.0,1.689,1.084,-0.28,498.0,Exoplanet
Kepler-820 b,,,,8.232,,6443.0,1.888,,,,Exoplanet
Kepler-820 b,127.8329,0.524,0.0,8.6,,6222.0,1.72,1.18,,498.0,Exoplanet
Kepler-820 b,127.8338098,0.5102,0.0,7.57,,6205.0,1.689,1.084,-0.28,498.0,Exoplanet
Kepler-820 b,127.83374803,,,,,6006.0,2.04282,1.11,,,Exoplanet
Kepler-820 b,127.8338098,0.5102,0.0,7.57,,6205.0,1.689,1.084,-0.28,498.0,Exoplanet
Kepler-820 b,127.8334997,0.5829,0.0,9.46,,6505.0,2.17,1.613,0.36,554.0,Exoplanet
Kepler-821 b,1.92282,0.028,0.0,1.13,,5119.0,0.75,0.764,,1169.0,Exoplanet
Kepler-821 b,1.92279873,0.0282,0.0,1.25,,5155.0,0.778,0.808,-0.06,1194.0,Exoplanet
Kepler-821 b,,,,1.257,,5194.0,0.8,,,,Exoplanet
Kepler-821 b,1.922799706,0.029,0.0,1.28,,5194.0,0.815,0.879,0.14,1215.0,Exoplanet
Kepler-821 b,1.9227999353,,,,,5074.0,0.850661,0.85,,,Exoplanet
Kepler-821 b,1.92279873,0.0282,0.0,1.25,,5155.0,0.778,0.808,-0.06,1194.0,Exoplanet
Kepler-821 b,1.922799706,,,,,5074.0,0.850661,0.85,,,Exoplanet
Kepler-821 b,1.92279873,0.0282,0.0,1.25,,5155.0,0.778,0.808,-0.06,1194.0,Exoplanet
Kepler-821 b,1.92279873,,,1.31,,5191.0,0.8,0.84,-0.03,,Exoplanet
Kepler-822 b,3.222975318,0.0412,0.0,1.47,,5823.0,0.96,0.899,-0.24,1239.0,Exoplanet
Kepler-822 b,3.222961,0.042,0.0,1.49,,5836.0,0.98,0.952,,1247.0,Exoplanet
Kepler-822 b,3.222969273,0.0412,0.0,1.52,,5823.0,0.96,0.899,-0.24,1240.0,Exoplanet
Kepler-822 b,,,,1.514,,5680.0,0.986,,,,Exoplanet
Kepler-822 b,3.222975318,,,,,5677.0,1.02788,1.01,,,Exoplanet
Kepler-822 b,3.222969273,,,1.77,,5928.0,1.08,1.06,0.04,,Exoplanet
Kepler-822 b,3.222969273,0.04078,,1.53,,5680.0,0.967,0.87,-0.16,,Exoplanet
Kepler-822 b,3.222969273,0.0412,0.0,1.52,,5823.0,0.96,0.899,-0.24,1240.0,Exoplanet
Kepler-822 b,3.2229851103,,,,,5677.0,1.02788,1.01,,,Exoplanet
Kepler-822 b,3.222969273,0.0412,0.0,1.52,,5823.0,0.96,0.899,-0.24,1240.0,Exoplanet
Kepler-823 b,4.16809082,,,1.57,,5643.0,0.96,0.98,0.06,,Exoplanet
Kepler-823 b,4.16809082,0.0523,0.0,1.95,,5739.0,1.183,1.096,0.4,1204.0,Exoplanet
Kepler-823 b,4.16809082,0.0523,0.0,1.95,,5739.0,1.183,1.096,0.4,1204.0,Exoplanet
Kepler-823 b,4.16809082,0.0523,0.0,1.95,,5739.0,1.183,1.096,0.4,1204.0,Exoplanet
Kepler-823 b,4.16811839,,,,,5570.0,1.5801,0.98,,,Exoplanet
Kepler-823 b,4.16811839,0.0507,0.0,2.28,,5689.0,1.313,1.0,0.14,1277.0,Exoplanet
Kepler-823 b,,,,2.574,,5686.0,1.483,,,,Exoplanet
Kepler-823 b,4.168078,0.048,0.0,1.65,,5554.0,1.01,0.85,,1123.0,Exoplanet
Kepler-823 b,4.1680955815,,,,,5570.0,1.5801,0.98,,,Exoplanet
Kepler-824 b,4.51436633,,,1.87,,6035.0,1.22,1.15,0.14,,Exoplanet
Kepler-824 b,4.5143746528,,,,,5975.64,1.0739,1.1,0.12,,Exoplanet
Kepler-824 b,4.51436633,0.0568,0.0,1.88,,6235.0,1.204,1.199,0.12,1266.0,Exoplanet
Kepler-824 b,4.51436096,,,,,5975.64,1.0739,1.1,0.12,,Exoplanet
Kepler-824 b,4.51436096,0.055,0.0,1.84,,5940.0,1.215,1.091,0.12,1231.0,Exoplanet
Kepler-824 b,4.51436633,0.0568,0.0,1.88,,6235.0,1.204,1.199,0.12,1266.0,Exoplanet
Kepler-824 b,,,,1.678,,5939.0,1.11,,,,Exoplanet
Kepler-824 b,4.51436633,0.0568,0.0,1.88,,6235.0,1.204,1.199,0.12,1266.0,Exoplanet
Kepler-824 b,4.514349,0.055,0.0,1.65,,6157.0,1.07,1.07,,1201.0,Exoplanet
Kepler-825 b,3.7736645089,,,,,6192.0,0.997172,1.19,,,Exoplanet
Kepler-825 b,3.77359871,0.0453,0.0,1.29,,6224.0,0.969,0.868,-0.72,1270.0,Exoplanet
Kepler-825 b,3.77360059,,,1.53,,5976.0,1.08,1.03,-0.08,,Exoplanet
Kepler-825 b,3.773682,0.049,0.0,1.41,,6290.0,1.09,1.12,,1310.0,Exoplanet
Kepler-825 b,3.77360059,0.0453,0.0,1.35,,6224.0,0.969,0.868,-0.72,1270.0,Exoplanet
Kepler-825 b,3.77359871,,,,,6192.0,0.997172,1.19,,,Exoplanet
Kepler-825 b,3.77360059,0.0453,0.0,1.35,,6224.0,0.969,0.868,-0.72,1270.0,Exoplanet
Kepler-825 b,3.77360059,0.0453,0.0,1.35,,6224.0,0.969,0.868,-0.72,1270.0,Exoplanet
Kepler-825 b,,,,1.413,,6222.0,1.058,,,,Exoplanet
Kepler-825 c,8.18182189,,,,,6192.0,0.997172,1.19,,,Exoplanet
Kepler-825 c,8.18182189,0.0759,0.0,1.77,,6224.0,0.969,0.868,-0.72,981.0,Exoplanet
Kepler-825 c,8.1818246,0.0759,0.0,1.71,,6224.0,0.969,0.868,-0.72,981.0,Exoplanet
Kepler-825 c,8.1818246,,,1.84,,5976.0,1.08,1.03,-0.08,,Exoplanet
Kepler-825 c,8.1818246,0.0759,0.0,1.71,,6224.0,0.969,0.868,-0.72,981.0,Exoplanet
Kepler-825 c,8.1818246,0.0759,0.0,1.71,,6224.0,0.969,0.868,-0.72,981.0,Exoplanet
Kepler-825 c,8.1818710054,,,,,6192.0,0.997172,1.19,,,Exoplanet
Kepler-825 c,8.18180095,,,,,6192.0,0.997172,1.19,,,Exoplanet
Kepler-825 c,,,,1.936,,6222.0,1.058,,,,Exoplanet
Kepler-825 c,8.181943,0.083,0.0,2.14,,6290.0,1.09,1.12,,1007.0,Exoplanet
Kepler-826 b,,,,1.532,,6010.0,1.403,,,,Exoplanet
Kepler-826 b,4.48758768,,,,,6160.28,1.31152,1.17,-0.3294,,Exoplanet
Kepler-826 b,4.4875801584,,,,,6160.28,1.31152,1.17,-0.3294,,Exoplanet
Kepler-826 b,4.48758768,0.0528,0.0,1.37,,6060.0,1.257,0.972,-0.26,1305.0,Exoplanet
Kepler-826 b,4.48758907,0.0512,0.0,0.89,,5977.0,0.801,0.887,-0.56,1043.0,Exoplanet
Kepler-826 b,4.48758907,0.0512,0.0,0.89,,5977.0,0.801,0.887,-0.56,1043.0,Exoplanet
Kepler-826 b,4.48758907,,,1.25,,6079.0,1.15,1.05,-0.12,,Exoplanet
Kepler-826 b,4.48758907,0.0512,0.0,0.89,,5977.0,0.801,0.887,-0.56,1043.0,Exoplanet
Kepler-826 b,4.48758907,0.05202,,1.526,,6010.0,1.38,0.932,-0.32,,Exoplanet
Kepler-826 b,4.487548,0.054,0.0,1.1,,6038.0,0.95,1.05,,1115.0,Exoplanet
Kepler-827 b,51.92916268,,,,,5565.0,1.4047,0.98,,,Exoplanet
Kepler-827 b,51.92927591,,,5.63,,5602.0,0.91,0.93,-0.06,,Exoplanet
Kepler-827 b,51.9291979953,,,,,5565.0,1.4047,0.98,,,Exoplanet
Kepler-827 b,,,,8.133,,5674.0,1.381,,,,Exoplanet
Kepler-827 b,51.92927591,0.2648,0.0,5.14,,5735.0,0.833,0.915,-0.22,449.0,Exoplanet
Kepler-827 b,51.92927591,0.2648,0.0,5.14,,5735.0,0.833,0.915,-0.22,449.0,Exoplanet
Kepler-827 b,51.92920654,0.2742,0.0,8.49,,5671.0,1.442,1.017,0.14,574.0,Exoplanet
Kepler-827 b,51.92981,0.269,0.0,5.2,,5738.0,0.85,0.96,,451.0,Exoplanet
Kepler-827 b,51.92927591,0.2648,0.0,5.14,,5735.0,0.833,0.915,-0.22,449.0,Exoplanet
Kepler-827 b,51.92920654,,,,,5565.0,1.4047,0.98,,,Exoplanet
Kepler-828 b,0.567857136,0.01228,,1.379,,4965.0,0.716,0.765,-0.08,,Exoplanet
Kepler-828 b,0.567857136,0.0124,0.0,1.4,,5076.0,0.727,0.794,-0.16,1714.0,Exoplanet
Kepler-828 b,0.567856484,0.0125,0.0,1.55,,5073.0,0.853,0.806,0.14,1848.0,Exoplanet
Kepler-828 b,0.567857136,0.0124,0.0,1.4,,5076.0,0.727,0.794,-0.16,1714.0,Exoplanet
Kepler-828 b,0.567857136,,,1.51,,5039.0,0.77,0.81,-0.02,,Exoplanet
Kepler-828 b,,,,1.32,,4965.0,0.725,,,,Exoplanet
Kepler-828 b,0.567856484,,,,,4954.0,0.726517,0.82,,,Exoplanet
Kepler-828 b,0.5678570418,,,,,4954.0,0.726517,0.82,,,Exoplanet
Kepler-828 b,0.567857136,0.0124,0.0,1.4,,5076.0,0.727,0.794,-0.16,1714.0,Exoplanet
Kepler-828 b,0.5678562,0.012,0.0,1.41,,5070.0,0.699,0.781,,1707.0,Exoplanet
Kepler-829 b,6.88337562,0.0679,0.0,1.76,,5693.0,0.802,0.88,-0.3,863.0,Exoplanet
Kepler-829 b,6.8833857,,,,,5575.0,1.1225,0.98,,,Exoplanet
Kepler-829 b,6.88337562,,,2.11,,5698.0,0.97,0.98,0.03,,Exoplanet
Kepler-829 b,6.88337562,0.0679,0.0,1.76,,5693.0,0.802,0.88,-0.3,863.0,Exoplanet
Kepler-829 b,6.88337562,0.0679,0.0,1.76,,5693.0,0.802,0.88,-0.3,863.0,Exoplanet
Kepler-829 b,6.8833761,,,,,5575.0,1.1225,0.98,,,Exoplanet
Kepler-829 b,6.8833761,0.0678,0.0,1.69,,5679.0,0.794,0.886,-0.32,857.0,Exoplanet
Kepler-829 b,,,,2.35,,5686.0,1.101,,,,Exoplanet
Kepler-829 b,6.883593,0.07,0.0,1.87,,5707.0,0.84,0.952,,874.0,Exoplanet
Kepler-829 b,6.8833687809,,,,,5575.0,1.1225,0.98,,,Exoplanet
Kepler-83 b,9.77045194,0.0729,0.0,2.37,,3893.0,0.52,0.54,-0.15,459.0,Exoplanet
Kepler-83 b,9.77045194,,,2.56,,4082.0,0.56,0.58,-0.23,,Exoplanet
Kepler-83 b,9.77045194,0.0729,0.0,2.37,,3893.0,0.52,0.54,-0.15,459.0,Exoplanet
Kepler-83 b,9.771,,,2.71,42.1,,0.592,0.632,,,Exoplanet
Kepler-83 b,9.77,,,2.83,,,0.61,0.66,,,Exoplanet
Kepler-83 b,9.770449,,,,4.68968,,0.613,0.508,,,Exoplanet
Kepler-83 b,9.77,,,2.49,,3989.0,0.544,0.562,-0.2,,Exoplanet
Kepler-83 b,,,,2.686,,3907.0,0.613,,,,Exoplanet
Kepler-83 b,9.7704486,0.0714,0.0,2.23,,3906.0,0.509,0.508,-0.32,460.0,Exoplanet
Kepler-83 b,9.77042372,,,2.38,,4648.0,,,-0.25,,Exoplanet
Kepler-83 b,9.770449,,,,2.94,,0.613,0.508,,,Exoplanet
Kepler-83 b,9.770513,0.078,0.0,2.83,,4648.0,0.607,0.664,,572.0,Exoplanet
Kepler-83 b,9.77044998,,,,,4648.0,,,-0.25,,Exoplanet
Kepler-83 b,9.7704486,,,,,4648.0,,,-0.25,,Exoplanet
Kepler-83 b,,,,2.714,,4003.0,0.592,0.632,,,Exoplanet
Kepler-83 b,9.77058983,0.07295,,2.34,,3893.0,0.52,0.54,-0.15,460.0,Exoplanet
Kepler-83 b,9.77045194,0.0729,0.0,2.37,,3893.0,0.52,0.54,-0.15,459.0,Exoplanet
Kepler-83 c,20.09020088,,,2.2,,4082.0,0.56,0.58,-0.23,,Exoplanet
Kepler-83 c,20.09020088,0.1178,0.0,2.06,,3893.0,0.52,0.54,-0.15,361.0,Exoplanet
Kepler-83 c,20.09017,,,,2.03,,0.613,0.508,,,Exoplanet
Kepler-83 c,20.09017,,,,3.08558,,0.613,0.508,,,Exoplanet
Kepler-83 c,20.09020088,0.1178,0.0,2.06,,3893.0,0.52,0.54,-0.15,361.0,Exoplanet
Kepler-83 c,20.09,,,2.36,,,0.61,0.66,,,Exoplanet
Kepler-83 c,20.09015098,,,,,4648.0,,,-0.25,,Exoplanet
Kepler-83 c,20.08976,0.126,0.0,2.36,,4648.0,0.607,0.664,,450.0,Exoplanet
Kepler-83 c,20.09,,,2.33,11.4,,0.592,0.632,,,Exoplanet
Kepler-83 c,20.0903131858,,,,,4648.0,,,-0.25,,Exoplanet
Kepler-83 c,20.09020088,0.1178,0.0,2.06,,3893.0,0.52,0.54,-0.15,361.0,Exoplanet
Kepler-83 c,,,,2.706,,3907.0,0.613,,,,Exoplanet
Kepler-83 c,20.08922958,0.11796,,1.94,,3893.0,0.52,0.54,-0.15,362.0,Exoplanet
Kepler-83 c,20.09,,,2.14,,3989.0,0.544,0.562,-0.2,,Exoplanet
Kepler-83 c,20.0901,,,2.04,,4648.0,,,-0.25,,Exoplanet
Kepler-83 c,20.09017037,0.1154,0.0,2.25,,3906.0,0.509,0.508,-0.32,362.0,Exoplanet
Kepler-83 c,,,,2.327,,4003.0,0.592,0.632,,,Exoplanet
Kepler-83 c,20.09017037,,,,,4648.0,,,-0.25,,Exoplanet
Kepler-83 d,5.169804269,0.0467,0.0,1.66,,3906.0,0.509,0.508,-0.32,569.0,Exoplanet
Kepler-83 d,5.1698043,,,,5.82241,,0.613,0.508,,,Exoplanet
