pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,st_met,sy_dist
Kepler-571 b,Kepler-571,Transit,2016,4.798625,0.054,0.0,2.46,,964.0,5604.0,0.82,0.927,,723.875
Kepler-571 b,Kepler-571,Transit,2016,4.79860021,,,,,,5462.0,0.864342,0.95,,723.875
Kepler-571 b,Kepler-571,Transit,2016,4.798599388,0.0544,0.0,2.49,,980.0,5632.0,0.846,0.932,-0.08,723.875
Kepler-571 b,Kepler-571,Transit,2016,4.798599388,0.0544,0.0,2.49,,980.0,5632.0,0.846,0.932,-0.08,723.875
Kepler-571 b,Kepler-571,Transit,2016,4.79860021,0.0546,0.0,2.51,,978.0,5631.0,0.847,0.946,-0.06,723.875
Kepler-571 b,Kepler-571,Transit,2016,,,,2.517,,,5637.0,0.849,,,723.875
Kepler-571 b,Kepler-571,Transit,2016,4.798599388,,,2.64,,,5527.0,0.9,0.93,0.01,723.875
Kepler-571 b,Kepler-571,Transit,2016,4.79860846,,,,,,5462.0,0.864342,0.95,,723.875
Kepler-571 b,Kepler-571,Transit,2016,4.798599388,0.0544,0.0,2.49,,980.0,5632.0,0.846,0.932,-0.08,723.875
Kepler-572 b,Kepler-572,Transit,2016,17.2052012777,,,,,,5106.6,0.774921,0.86,-0.061,504.667
Kepler-572 b,Kepler-572,Transit,2016,17.20523483,,,2.58,,,5212.0,0.79,0.83,-0.1,504.667
Kepler-572 b,Kepler-572,Transit,2016,17.20522898,0.1192,0.0,2.22,,553.0,5211.0,0.689,0.766,-0.4,504.667
Kepler-572 b,Kepler-572,Transit,2016,17.20523483,0.1194,0.0,2.29,,553.0,5208.0,0.693,0.771,-0.38,504.667
Kepler-572 b,Kepler-572,Transit,2016,17.20523483,0.1194,0.0,2.29,,553.0,5208.0,0.693,0.771,-0.38,504.667
Kepler-572 b,Kepler-572,Transit,2016,17.20522898,,,,,,5106.6,0.774921,0.86,-0.061,504.667
Kepler-572 b,Kepler-572,Transit,2016,17.20523483,0.1194,0.0,2.29,,553.0,5208.0,0.693,0.771,-0.38,504.667
Kepler-572 b,Kepler-572,Transit,2016,17.205222,0.123,0.0,2.46,,565.0,5254.0,0.731,0.834,,504.667
Kepler-572 b,Kepler-572,Transit,2016,17.20522842,,,,,,5106.6,0.774921,0.86,-0.061,504.667
Kepler-572 b,Kepler-572,Transit,2016,,,,2.444,,,5217.0,0.758,,,504.667
Kepler-573 b,Kepler-573,Transit,2016,22.18329658,0.145,0.0,2.06,,583.0,5843.0,0.742,0.831,-0.7,771.471
Kepler-573 b,Kepler-573,Transit,2016,22.18329658,0.145,0.0,2.06,,583.0,5843.0,0.742,0.831,-0.7,771.471
Kepler-573 b,Kepler-573,Transit,2016,22.18333217,,,,,,5623.39,1.08882,1.0,-0.403,771.471
Kepler-573 b,Kepler-573,Transit,2016,22.18329658,0.145,0.0,2.06,,583.0,5843.0,0.742,0.831,-0.7,771.471
Kepler-573 b,Kepler-573,Transit,2016,22.18332255,0.1486,0.0,2.78,,646.0,5565.0,1.03,0.889,0.0,771.471
Kepler-573 b,Kepler-573,Transit,2016,,,,2.878,,,5624.0,1.068,,,771.471
Kepler-573 b,Kepler-573,Transit,2016,22.183411049,,,,,,5623.39,1.08882,1.0,-0.403,771.471
Kepler-573 b,Kepler-573,Transit,2016,22.18332255,,,,,,5623.39,1.08882,1.0,-0.403,771.471
Kepler-573 b,Kepler-573,Transit,2016,22.18329658,,,2.79,,,5746.0,1.02,0.99,0.02,771.471
Kepler-573 b,Kepler-573,Transit,2016,22.18339,0.155,0.0,2.44,,629.0,5911.0,0.9,1.009,,771.471
Kepler-573 b,Kepler-573,Transit,2016,22.18329658,0.14527,,2.919,,,5624.0,1.052,0.83,-0.3,771.471
Kepler-574 b,Kepler-574,Transit,2016,7.65880048,,,,,,5412.84,0.888498,0.94,-0.044,682.896
Kepler-574 b,Kepler-574,Transit,2016,7.65880414,,,2.39,,,5612.0,0.91,0.95,-0.01,682.896
Kepler-574 b,Kepler-574,Transit,2016,7.65880414,0.0723,0.0,2.25,,858.0,5657.0,0.855,0.858,-0.26,682.896
Kepler-574 b,Kepler-574,Transit,2016,7.65880414,0.0723,0.0,2.25,,858.0,5657.0,0.855,0.858,-0.26,682.896
Kepler-574 b,Kepler-574,Transit,2016,7.6587914589,,,,,,5412.84,0.888498,0.94,-0.044,682.896
Kepler-574 b,Kepler-574,Transit,2016,7.65880048,0.0723,0.0,2.19,,858.0,5657.0,0.855,0.858,-0.26,682.896
Kepler-574 b,Kepler-574,Transit,2016,7.65878097,,,,,,5412.84,0.888498,0.94,-0.044,682.896
Kepler-574 b,Kepler-574,Transit,2016,7.65880414,0.0723,0.0,2.25,,858.0,5657.0,0.855,0.858,-0.26,682.896
Kepler-574 b,Kepler-574,Transit,2016,7.658774,0.074,0.0,2.7,,861.0,5666.0,0.88,0.917,,682.896
Kepler-574 b,Kepler-574,Transit,2016,,,,2.124,,,5655.0,0.828,,,682.896
Kepler-575 b,Kepler-575,Transit,2016,9.3789167,0.0788,0.0,2.03,,803.0,5684.0,0.808,0.741,-0.66,853.977
Kepler-575 b,Kepler-575,Transit,2016,9.37891944,0.0788,0.0,2.03,,803.0,5684.0,0.808,0.741,-0.66,853.977
Kepler-575 b,Kepler-575,Transit,2016,9.379012,0.085,0.0,2.31,,834.0,5769.0,0.91,0.945,,853.977
Kepler-575 b,Kepler-575,Transit,2016,9.37891944,0.0788,0.0,2.03,,803.0,5684.0,0.808,0.741,-0.66,853.977
Kepler-575 b,Kepler-575,Transit,2016,9.3789167,,,,,,5545.0,0.983912,0.98,,853.977
Kepler-575 b,Kepler-575,Transit,2016,,,,2.436,,,5685.0,0.969,,,853.977
Kepler-575 b,Kepler-575,Transit,2016,9.3788428215,,,,,,5545.0,0.983912,0.98,,853.977
Kepler-575 b,Kepler-575,Transit,2016,9.37891944,0.0788,0.0,2.03,,803.0,5684.0,0.808,0.741,-0.66,853.977
Kepler-575 b,Kepler-575,Transit,2016,9.37890187,,,,,,5545.0,0.983912,0.98,,853.977
Kepler-575 b,Kepler-575,Transit,2016,9.37891944,,,2.39,,,5710.0,0.95,0.97,0.0,853.977
Kepler-576 b,Kepler-576,Transit,2016,29.91136794,0.1892,0.0,4.06,,626.0,5589.0,1.218,1.007,0.3,617.55
Kepler-576 b,Kepler-576,Transit,2016,29.9111886,0.179,0.0,2.9,,541.0,5275.0,0.969,0.855,0.18,617.55
Kepler-576 b,Kepler-576,Transit,2016,,,,2.646,,,5262.0,0.885,,,617.55
Kepler-576 b,Kepler-576,Transit,2016,29.9114704106,,,,,,5302.0,0.929889,0.91,,617.55
Kepler-576 b,Kepler-576,Transit,2016,29.91136794,,,3.27,,,5672.0,0.97,0.99,0.09,617.55
Kepler-576 b,Kepler-576,Transit,2016,29.91136794,0.1892,0.0,4.06,,626.0,5589.0,1.218,1.007,0.3,617.55
Kepler-576 b,Kepler-576,Transit,2016,29.91136794,0.1892,0.0,4.06,,626.0,5589.0,1.218,1.007,0.3,617.55
Kepler-576 b,Kepler-576,Transit,2016,29.9111886,,,,,,5302.0,0.929889,0.91,,617.55
Kepler-576 b,Kepler-576,Transit,2016,29.9115,0.177,0.0,3.0,,555.0,5447.0,0.95,0.83,,617.55
Kepler-576 b,Kepler-576,Transit,2016,29.91130474,,,,,,5302.0,0.929889,0.91,,617.55
Kepler-577 b,Kepler-577,Transit,2016,25.6958214324,,,,,,4987.0,0.707087,0.83,,524.247
Kepler-577 b,Kepler-577,Transit,2016,25.69581456,,,,,,4987.0,0.707087,0.83,,524.247
Kepler-577 b,Kepler-577,Transit,2016,25.69578251,,,2.55,,,4984.0,0.73,0.78,-0.14,524.247
Kepler-577 b,Kepler-577,Transit,2016,25.69578251,0.1353,0.0,1.68,,315.0,3789.0,0.48,0.5,-0.21,524.247
Kepler-577 b,Kepler-577,Transit,2016,25.69578251,0.1353,0.0,1.68,,315.0,3789.0,0.48,0.5,-0.21,524.247
Kepler-577 b,Kepler-577,Transit,2016,25.69587165,,,,,,4987.0,0.707087,0.83,,524.247
Kepler-577 b,Kepler-577,Transit,2016,25.69581456,0.1348,0.0,1.7,,314.0,3787.0,0.477,0.496,-0.22,524.247
Kepler-577 b,Kepler-577,Transit,2016,,,,2.657,,,3789.0,0.748,,,524.247
Kepler-577 b,Kepler-577,Transit,2016,25.69578251,0.1353,0.0,1.68,,315.0,3789.0,0.48,0.5,-0.21,524.247
Kepler-577 b,Kepler-577,Transit,2016,25.69597,0.157,0.0,2.37,,467.0,5057.0,0.688,0.784,,524.247
Kepler-578 b,Kepler-578,Transit,2016,1.6168870663,,,,,,5267.0,0.814851,0.9,,541.432
Kepler-578 b,Kepler-578,Transit,2016,1.616883696,,,2.0,,,5334.0,0.83,0.87,-0.03,541.432
Kepler-578 b,Kepler-578,Transit,2016,1.616883696,0.0258,0.0,2.54,,1536.0,5417.0,1.066,0.877,0.12,541.432
Kepler-578 b,Kepler-578,Transit,2016,1.616883696,0.0258,0.0,2.54,,1536.0,5417.0,1.066,0.877,0.12,541.432
Kepler-578 b,Kepler-578,Transit,2016,1.616883373,0.0266,0.0,4.47,,1774.0,4868.0,1.816,0.959,0.32,541.432
Kepler-578 b,Kepler-578,Transit,2016,1.616883696,0.0258,0.0,2.54,,1536.0,5417.0,1.066,0.877,0.12,541.432
Kepler-578 b,Kepler-578,Transit,2016,1.6168863,0.025,0.0,1.8,,1387.0,5337.0,0.87,0.8,,541.432
Kepler-578 b,Kepler-578,Transit,2016,1.6168822,,,,,,5267.0,0.814851,0.9,,541.432
Kepler-578 b,Kepler-578,Transit,2016,1.616883373,,,,,,5267.0,0.814851,0.9,,541.432
Kepler-578 b,Kepler-578,Transit,2016,,,,2.086,,,4833.0,0.847,,,541.432
Kepler-579 b,Kepler-579,Transit,2016,9.668464,0.082,0.0,1.6,,716.0,5214.0,0.8,0.779,,530.765
Kepler-579 b,Kepler-579,Transit,2016,9.66857723,,,2.0,,,5636.0,0.96,0.99,0.13,530.765
Kepler-579 b,Kepler-579,Transit,2016,9.66857723,0.0854,0.0,1.7,,730.0,5288.0,0.836,0.884,0.1,530.765
Kepler-579 b,Kepler-579,Transit,2016,9.66857386,0.0854,0.0,1.9,,730.0,5288.0,0.836,0.884,0.1,530.765
Kepler-579 b,Kepler-579,Transit,2016,9.66857801,,,,,,5516.0,0.765477,0.969,,530.765
Kepler-579 b,Kepler-579,Transit,2016,9.6685529097,,,,,,5516.0,0.765477,0.969,,530.765
Kepler-579 b,Kepler-579,Transit,2016,9.66857723,0.0854,0.0,1.7,,730.0,5288.0,0.836,0.884,0.1,530.765
Kepler-579 b,Kepler-579,Transit,2016,9.66857386,,,,,,5516.0,0.765477,0.969,,530.765
Kepler-579 b,Kepler-579,Transit,2016,,,,1.799,,,5287.0,0.794,,,530.765
Kepler-579 b,Kepler-579,Transit,2016,9.66857723,0.0854,0.0,1.7,,730.0,5288.0,0.836,0.884,0.1,530.765
Kepler-58 b,Kepler-58,Transit,2012,10.219,,,2.66,34.9,,,1.083,1.02,,969.252
Kepler-58 b,Kepler-58,Transit,2012,10.21866016,0.0927,0.0,3.1,,920.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 b,Kepler-58,Transit,2012,10.21866016,0.09291,,2.766,,,5776.0,0.965,1.024,0.1,969.252
Kepler-58 b,Kepler-58,Transit,2012,,,,2.117,,,5776.0,0.986,,,969.252
Kepler-58 b,Kepler-58,Transit,2012,10.218645,,,,36.533,,,0.964,1.024,,969.252
Kepler-58 b,Kepler-58,Transit,2012,10.21866016,0.0927,0.0,3.1,,920.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 b,Kepler-58,Transit,2012,10.21851,0.093,0.0,2.6,,918.0,6082.0,1.09,1.04,,969.252
Kepler-58 b,Kepler-58,Transit,2012,10.21877706,,,,,,5707.0,1.01795,1.02,,969.252
Kepler-58 b,Kepler-58,Transit,2012,10.2184954,,,2.78,35.5,,5843.0,1.03,0.95,,969.252
Kepler-58 b,Kepler-58,Transit,2012,10.22,,0.04,2.113,,,5747.0,0.982,0.972,,969.252
Kepler-58 b,Kepler-58,Transit,2012,10.21866016,,,4.26,,,6429.0,1.5,1.33,0.09,969.252
Kepler-58 b,Kepler-58,Transit,2012,10.21866016,0.0927,0.0,3.1,,920.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 b,Kepler-58,Transit,2012,10.21864532,,,,,,5707.0,1.01795,1.02,,969.252
Kepler-58 b,Kepler-58,Transit,2012,10.21864532,0.0927,0.0,2.33,,920.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 b,Kepler-58,Transit,2012,10.2187117627,,,,,,5707.0,1.01795,1.02,,969.252
Kepler-58 c,Kepler-58,Transit,2012,,,,2.674,,,5776.0,0.986,,,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.5737596,,,,,,5707.0,1.01795,1.02,,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.573637,0.1228,0.0,2.94,,799.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.5738,0.124,0.0,2.6,,795.0,6082.0,1.09,1.04,,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.57364,,,,36.5896,,,0.964,1.024,,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.57363551,,,4.1,,,6429.0,1.5,1.33,0.09,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.57,,,2.062,,,5747.0,0.982,0.972,,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.573637,,,,,,5707.0,1.01795,1.02,,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.57363551,0.12307,,2.604,,,5776.0,0.965,1.024,0.1,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.5741568,,,2.86,53.0,,5843.0,1.03,0.95,,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.57363551,0.1228,0.0,2.93,,799.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.5738746535,,,,,,5707.0,1.01795,1.02,,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.574,,,,,,,1.083,1.02,,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.57363551,0.1228,0.0,2.93,,799.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.57363551,0.1228,0.0,2.93,,799.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 d,Kepler-58,Transit,2014,40.1014272,0.2307,0.0,3.31,,583.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 d,Kepler-58,Transit,2014,40.1015561,,,,,,5707.0,1.01795,1.02,,969.252
Kepler-58 d,Kepler-58,Transit,2014,40.1014272,,,4.59,,,6429.0,1.5,1.33,0.09,969.252
Kepler-58 d,Kepler-58,Transit,2014,40.1014272,0.23117,,2.95,,,5776.0,0.965,1.024,0.1,969.252
Kepler-58 d,Kepler-58,Transit,2014,40.1015561,0.2307,0.0,2.92,,583.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 d,Kepler-58,Transit,2014,40.101371,0.236,,2.94,,,6099.0,1.127,,,969.252
Kepler-58 d,Kepler-58,Transit,2014,40.10167463,,,,,,5707.0,1.01795,1.02,,969.252
Kepler-58 d,Kepler-58,Transit,2014,40.1014272,0.2307,0.0,3.31,,583.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 d,Kepler-58,Transit,2014,40.10156,,,,245.343,,,0.964,1.024,,969.252
Kepler-58 d,Kepler-58,Transit,2014,,,,2.66,,,5776.0,0.986,,,969.252
Kepler-58 d,Kepler-58,Transit,2014,40.1016567397,,,,,,5707.0,1.01795,1.02,,969.252
Kepler-58 d,Kepler-58,Transit,2014,40.10101,0.232,0.0,2.7,,581.0,6082.0,1.09,1.04,,969.252
Kepler-58 d,Kepler-58,Transit,2014,40.1014272,0.2307,0.0,3.31,,583.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 e,Kepler-58,Transit,2023,4.458169937,,,1.69200003,,,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 e,Kepler-58,Transit,2023,4.45814897,0.0533,0.0,1.61,,1212.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 e,Kepler-58,Transit,2023,4.45815716,0.0533,0.0,1.58,,1213.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 e,Kepler-58,Transit,2023,4.45815716,0.0533,0.0,1.58,,1213.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 e,Kepler-58,Transit,2023,4.45815716,0.0533,0.0,1.58,,1213.0,6100.0,1.083,1.017,-0.12,969.252
Kepler-58 e,Kepler-58,Transit,2023,4.45815716,0.05345,,1.415,,,5776.0,0.965,1.024,0.1,969.252
Kepler-58 e,Kepler-58,Transit,2023,4.458149,,,,597.796,,,0.964,1.024,,969.252
Kepler-58 e,Kepler-58,Transit,2023,4.458252,0.054,0.0,1.7,,1205.0,6082.0,1.09,1.04,,969.252
Kepler-58 e,Kepler-58,Transit,2023,4.45814897,,,,,,5707.0,1.01795,1.02,,969.252
Kepler-580 b,Kepler-580,Transit,2016,8.2223903082,,,,,,4263.0,0.653273,0.67,,323.899
Kepler-580 b,Kepler-580,Transit,2016,8.22248,0.067,0.0,2.13,,543.0,4270.0,0.557,0.586,,323.899
Kepler-580 b,Kepler-580,Transit,2016,8.22241355,0.0683,0.0,2.28,,558.0,4213.0,0.615,0.626,-0.1,323.899
Kepler-580 b,Kepler-580,Transit,2016,8.22241964,,,,,,4263.0,0.653273,0.67,,323.899
Kepler-580 b,Kepler-580,Transit,2016,,,,2.336,,,4213.0,0.63,,,323.899
Kepler-580 b,Kepler-580,Transit,2016,8.22241355,,,,,,4263.0,0.653273,0.67,,323.899
Kepler-580 b,Kepler-580,Transit,2016,8.222419656,0.0665,0.0,2.28,,512.0,4003.0,0.56,0.58,-0.13,323.899
Kepler-580 b,Kepler-580,Transit,2016,8.222419656,0.0665,0.0,2.28,,512.0,4003.0,0.56,0.58,-0.13,323.899
Kepler-580 b,Kepler-580,Transit,2016,8.222419656,,,2.57,,,4298.0,0.64,0.67,-0.06,323.899
Kepler-580 b,Kepler-580,Transit,2016,8.222419656,0.0665,0.0,2.28,,512.0,4003.0,0.56,0.58,-0.13,323.899
Kepler-581 b,Kepler-581,Transit,2016,40.6069821,,,2.63,,,5772.0,1.0,1.0,0.03,703.758
Kepler-581 b,Kepler-581,Transit,2016,40.6069821,0.2244,0.0,2.16,,475.0,5601.0,0.83,0.911,-0.12,703.758
Kepler-581 b,Kepler-581,Transit,2016,40.60709,0.225,0.0,2.21,,468.0,5577.0,0.81,0.919,,703.758
Kepler-581 b,Kepler-581,Transit,2016,40.60705649,,,,,,5674.0,0.851422,1.01,,703.758
Kepler-581 b,Kepler-581,Transit,2016,40.606895,,,,,,5674.0,0.851422,1.01,,703.758
Kepler-581 b,Kepler-581,Transit,2016,40.6069821,0.2244,0.0,2.16,,475.0,5601.0,0.83,0.911,-0.12,703.758
Kepler-581 b,Kepler-581,Transit,2016,40.606939483,,,,,,5674.0,0.851422,1.01,,703.758
Kepler-581 b,Kepler-581,Transit,2016,,,,2.253,,,5538.0,0.865,,,703.758
Kepler-581 b,Kepler-581,Transit,2016,40.6069821,0.2244,0.0,2.16,,475.0,5601.0,0.83,0.911,-0.12,703.758
Kepler-581 b,Kepler-581,Transit,2016,40.606895,0.2259,0.0,2.67,,521.0,5538.0,1.027,0.93,0.14,703.758
Kepler-582 b,Kepler-582,Transit,2016,18.492336,0.127,0.0,3.3,,600.0,5285.0,0.84,0.79,,613.179
Kepler-582 b,Kepler-582,Transit,2016,18.49235668,0.1254,0.0,3.39,,603.0,5289.0,0.838,0.769,-0.18,613.179
Kepler-582 b,Kepler-582,Transit,2016,18.4923543014,,,,,,5100.0,0.795097,0.86,,613.179
Kepler-582 b,Kepler-582,Transit,2016,18.49234792,,,,,,5100.0,0.795097,0.86,,613.179
Kepler-582 b,Kepler-582,Transit,2016,18.49235668,0.1254,0.0,3.39,,603.0,5289.0,0.838,0.769,-0.18,613.179
Kepler-582 b,Kepler-582,Transit,2016,18.49235668,0.1254,0.0,3.39,,603.0,5289.0,0.838,0.769,-0.18,613.179
Kepler-582 b,Kepler-582,Transit,2016,,,,2.986,,,5288.0,0.749,,,613.179
Kepler-582 b,Kepler-582,Transit,2016,18.49235571,,,,,,5100.0,0.795097,0.86,,613.179
Kepler-582 b,Kepler-582,Transit,2016,18.49235668,,,3.68,,,5564.0,0.91,0.93,0.01,613.179
Kepler-582 b,Kepler-582,Transit,2016,18.49234792,0.1254,0.0,3.34,,603.0,5289.0,0.838,0.769,-0.18,613.179
Kepler-583 b,Kepler-583,Transit,2016,6.51003001,,,,,,5329.0,1.04488,0.92,,867.271
Kepler-583 b,Kepler-583,Transit,2016,,,,2.333,,,5638.0,0.967,,,867.271
Kepler-583 b,Kepler-583,Transit,2016,6.510036,0.064,0.0,2.5,,935.0,5482.0,0.96,0.834,,867.271
Kepler-583 b,Kepler-583,Transit,2016,6.5100253,0.0689,0.0,2.89,,1017.0,5638.0,1.153,1.029,0.32,867.271
Kepler-583 b,Kepler-583,Transit,2016,6.5100253,0.0689,0.0,2.89,,1017.0,5638.0,1.153,1.029,0.32,867.271
Kepler-583 b,Kepler-583,Transit,2016,6.51003001,0.0689,0.0,2.78,,1017.0,5638.0,1.153,1.029,0.32,867.271
Kepler-583 b,Kepler-583,Transit,2016,6.5100500884,,,,,,5329.0,1.04488,0.92,,867.271
Kepler-583 b,Kepler-583,Transit,2016,6.51004048,,,,,,5329.0,1.04488,0.92,,867.271
Kepler-583 b,Kepler-583,Transit,2016,6.5100253,0.0689,0.0,2.89,,1017.0,5638.0,1.153,1.029,0.32,867.271
Kepler-583 b,Kepler-583,Transit,2016,6.5100253,,,2.28,,,5523.0,0.91,0.94,0.07,867.271
Kepler-584 b,Kepler-584,Transit,2016,35.1810304,0.2237,0.0,4.02,,656.0,6466.0,1.183,1.205,-0.04,1848.84
Kepler-584 b,Kepler-584,Transit,2016,,,,5.371,,,6519.0,1.566,,,1848.84
Kepler-584 b,Kepler-584,Transit,2016,35.1810304,,,4.21,,,6195.0,1.24,1.17,0.02,1848.84
Kepler-584 b,Kepler-584,Transit,2016,35.18112,0.223,0.0,4.0,,647.0,6491.0,1.14,1.2,,1848.84
Kepler-584 b,Kepler-584,Transit,2016,35.18105723,,,,,,6167.0,1.59413,1.18,,1848.84
Kepler-584 b,Kepler-584,Transit,2016,35.1810304,0.2237,0.0,4.02,,656.0,6466.0,1.183,1.205,-0.04,1848.84
Kepler-584 b,Kepler-584,Transit,2016,35.1808247969,,,,,,6167.0,1.59413,1.18,,1848.84
Kepler-584 b,Kepler-584,Transit,2016,35.1810304,0.2237,0.0,4.02,,656.0,6466.0,1.183,1.205,-0.04,1848.84
Kepler-584 b,Kepler-584,Transit,2016,35.18103123,,,,,,6167.0,1.59413,1.18,,1848.84
Kepler-584 b,Kepler-584,Transit,2016,35.18105723,0.2281,0.0,4.17,,664.0,6520.0,1.215,1.279,0.07,1848.84
Kepler-585 b,Kepler-585,Transit,2016,2.7523623,0.037,0.0,3.4,,1355.0,5669.0,1.09,0.89,,585.187
Kepler-585 b,Kepler-585,Transit,2016,,,,2.555,,,5542.0,0.901,,,585.187
Kepler-585 b,Kepler-585,Transit,2016,2.752359753,0.0384,0.0,3.64,,1400.0,5749.0,1.17,0.994,0.1,585.187
Kepler-585 b,Kepler-585,Transit,2016,2.75236021,,,,,,5481.48,0.918732,0.96,0.287,585.187
Kepler-585 b,Kepler-585,Transit,2016,2.752359689,,,,,,5481.48,0.918732,0.96,0.287,585.187
Kepler-585 b,Kepler-585,Transit,2016,2.752359753,0.0384,0.0,3.64,,1400.0,5749.0,1.17,0.994,0.1,585.187
Kepler-585 b,Kepler-585,Transit,2016,2.752359753,,,2.83,,,5593.0,0.93,0.96,0.03,585.187
Kepler-585 b,Kepler-585,Transit,2016,2.752359753,0.0384,0.0,3.64,,1400.0,5749.0,1.17,0.994,0.1,585.187
Kepler-585 b,Kepler-585,Transit,2016,2.752359689,0.0375,0.0,2.54,,1178.0,5461.0,0.897,0.926,0.12,585.187
Kepler-585 b,Kepler-585,Transit,2016,2.752359753,0.03841,,2.766,,,5542.0,0.889,0.997,0.26,585.187
Kepler-585 b,Kepler-585,Transit,2016,2.7523631163,,,,,,5481.48,0.918732,0.96,0.287,585.187
Kepler-586 b,Kepler-586,Transit,2016,2.104722184,0.0331,0.0,2.96,,1367.0,5705.0,0.976,1.09,0.36,693.766
Kepler-586 b,Kepler-586,Transit,2016,2.1047142,0.031,0.0,2.7,,1240.0,5526.0,0.8,0.903,,693.766
Kepler-586 b,Kepler-586,Transit,2016,,,,2.666,,,5712.0,0.899,,,693.766
Kepler-586 b,Kepler-586,Transit,2016,2.104722184,,,2.79,,,5575.0,0.92,0.94,0.0,693.766
Kepler-586 b,Kepler-586,Transit,2016,2.104721971,,,,,,5261.33,1.02322,0.9,0.3523,693.766
Kepler-586 b,Kepler-586,Transit,2016,2.104722184,0.0331,0.0,2.96,,1367.0,5705.0,0.976,1.09,0.36,693.766
Kepler-586 b,Kepler-586,Transit,2016,2.104721971,0.0331,0.0,2.89,,1365.0,5703.0,0.975,1.091,0.36,693.766
Kepler-586 b,Kepler-586,Transit,2016,2.10472182,,,,,,5261.33,1.02322,0.9,0.3523,693.766
Kepler-586 b,Kepler-586,Transit,2016,2.104722184,0.0331,0.0,2.96,,1367.0,5705.0,0.976,1.09,0.36,693.766
Kepler-586 b,Kepler-586,Transit,2016,2.1047207195,,,,,,5261.33,1.02322,0.9,0.3523,693.766
Kepler-587 b,Kepler-587,Transit,2016,10.94026745,0.0952,0.0,2.08,,764.0,5749.0,0.864,0.961,-0.1,787.894
Kepler-587 b,Kepler-587,Transit,2016,10.940266,0.095,0.0,2.1,,755.0,5723.0,0.85,0.957,,787.894
Kepler-587 b,Kepler-587,Transit,2016,10.94030197,,,,,,5467.0,0.847605,0.96,,787.894
Kepler-587 b,Kepler-587,Transit,2016,10.94027841,,,2.23,,,5549.0,0.89,0.92,-0.05,787.894
Kepler-587 b,Kepler-587,Transit,2016,10.94026745,,,,,,5467.0,0.847605,0.96,,787.894
Kepler-587 b,Kepler-587,Transit,2016,,,,1.95,,,5755.0,0.808,,,787.894
Kepler-587 b,Kepler-587,Transit,2016,10.94027841,0.0955,0.0,2.16,,767.0,5757.0,0.872,0.968,-0.08,787.894
Kepler-587 b,Kepler-587,Transit,2016,10.9402422678,,,,,,5467.0,0.847605,0.96,,787.894
Kepler-587 b,Kepler-587,Transit,2016,10.94027841,0.0955,0.0,2.16,,767.0,5757.0,0.872,0.968,-0.08,787.894
Kepler-587 b,Kepler-587,Transit,2016,10.94027841,0.0955,0.0,2.16,,767.0,5757.0,0.872,0.968,-0.08,787.894
Kepler-588 b,Kepler-588,Transit,2016,4.221625357,0.052,0.0,2.59,,1177.0,6123.0,0.987,1.053,-0.14,1209.4
Kepler-588 b,Kepler-588,Transit,2016,4.221626193,,,,,,5742.0,1.2826,1.03,,1209.4
Kepler-588 b,Kepler-588,Transit,2016,4.221625357,,,2.63,,,5835.0,1.0,1.01,0.0,1209.4
Kepler-588 b,Kepler-588,Transit,2016,4.221625357,0.052,0.0,2.59,,1177.0,6123.0,0.987,1.053,-0.14,1209.4
Kepler-588 b,Kepler-588,Transit,2016,4.221644,0.052,0.0,2.7,,1170.0,6115.0,0.98,1.075,,1209.4
Kepler-588 b,Kepler-588,Transit,2016,4.221626193,0.052,0.0,2.87,,1176.0,6123.0,0.987,1.053,-0.14,1209.4
