pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,st_met,sy_dist
HD 13908 c,HD 13908,Radial Velocity,2013,931.0,2.03,0.12,,1630.4,,6255.0,1.67,1.29,0.01,79.5515
HD 13931 b,HD 13931,Radial Velocity,2009,4218.0,5.15,0.02,,699.226,,5867.0,1.25,1.3,0.05,47.3963
HD 13931 b,HD 13931,Radial Velocity,2009,4218.0,5.15,0.02,,597.0,,5829.0,1.23,1.022,0.03,47.3963
HD 13931 b,HD 13931,Radial Velocity,2009,4460.0,,0.033,,610.2336,,,,1.022,,47.3963
HD 13931 b,HD 13931,Radial Velocity,2009,4449.0,5.338,0.031,,889.9195396,,5829.0,,1.022,0.03,47.3963
HD 13931 b,HD 13931,Radial Velocity,2009,4449.0,5.323,0.02,,607.37008578,,5805.45,1.301756,1.015973,0.0406,47.3963
HD 139357 b,HD 139357,Radial Velocity,2008,1124.79139,2.949,0.099,,6315.5682755,,,,2.69,,112.09
HD 139357 b,HD 139357,Radial Velocity,2008,1125.7,2.36,0.1,,3101.89,,4700.0,11.47,1.35,-0.13,112.09
HD 139357 b,HD 139357,Radial Velocity,2008,1128.0,2.35,0.102,,5784.4770074,,4700.0,,1.35,-0.13,112.09
HD 1397 b,HD 1397,Transit,2018,11.5366,0.1003,0.216,11.466807,116.64361,1519.0,5474.0,2.341,1.257,0.04,79.5702
HD 1397 b,HD 1397,Transit,2018,11.535076,,,12.215808,,,5479.3,2.48771,,,79.5702
HD 1397 b,HD 1397,Transit,2018,11.53508,,,,,,5521.0,2.336,1.324,0.29,79.5702
HD 1397 b,HD 1397,Transit,2018,11.53533,0.1097,0.251,11.500434,131.89945,1228.3,5521.0,2.336,1.324,0.29,79.5702
HD 14067 b,HD 14067,Radial Velocity,2014,2860.0,5.29,0.694,,4735.6432643,,4815.0,,2.4,-0.1,142.024
HD 14067 b,HD 14067,Radial Velocity,2014,1455.0,3.4,0.533,,2479.0,,4815.0,12.4,2.4,-0.1,142.024
HD 14067 b,HD 14067,Radial Velocity,2014,2744.0,5.15,0.65,,4862.7746271,,4815.0,12.4,2.4,-0.1,142.024
HD 14067 b,HD 14067,Radial Velocity,2014,2721.23479,5.236,0.681,,5001.66564096,,,,2.577,,142.024
HD 14067 b,HD 14067,Radial Velocity,2014,2850.0,5.3,0.697,,2860.3,,4846.0,10.7687,,,142.024
HD 140901 b,HD 140901,Radial Velocity,2022,9.02378,0.085,0.472,,15.57359194,,,,0.99,,15.2528
HD 140901 c,HD 140901,Radial Velocity,2022,14386.0,11.8,0.77,,572.0911326,,,,1.06,,15.2528
HD 140901 c,HD 140901,Radial Velocity,2022,7417.50547,7.421,0.607,,1997.23370959,,,,0.99,,15.2528
HD 141004 b,HD 141004,Radial Velocity,2021,15.5083,0.1238,0.16,,13.63483866,,5885.38,1.389372,1.051904,0.0247,11.8148
HD 141399 b,HD 141399,Radial Velocity,2014,94.375,0.4176,0.053,,143.65843996,,5594.76,1.387236,1.091086,0.3661,37.0169
HD 141399 b,HD 141399,Radial Velocity,2014,94.44,0.415,0.04,,143.34133,,5600.0,,1.07,0.35,37.0169
HD 141399 b,HD 141399,Radial Velocity,2014,94.35,0.4225,0.04,,146.2018,,5360.0,1.46,1.14,0.18,37.0169
HD 141399 c,HD 141399,Radial Velocity,2014,201.776,0.693,0.0465,,422.3939529,,5594.76,1.387236,1.091086,0.3661,37.0169
HD 141399 c,HD 141399,Radial Velocity,2014,201.99,0.689,0.048,,422.7139,,5600.0,,1.07,0.35,37.0169
HD 141399 c,HD 141399,Radial Velocity,2014,202.08,0.7023,0.05,,432.2488,,5360.0,1.46,1.14,0.18,37.0169
HD 141399 d,HD 141399,Radial Velocity,2014,1070.35,2.1348,0.06,,387.7526,,5360.0,1.46,1.14,0.18,37.0169
HD 141399 d,HD 141399,Radial Velocity,2014,1074.8,2.114,0.044,,401.41727804,,5594.76,1.387236,1.091086,0.3661,37.0169
HD 141399 d,HD 141399,Radial Velocity,2014,1069.8,2.09,0.074,,375.0394,,5600.0,,1.07,0.35,37.0169
HD 141399 e,HD 141399,Radial Velocity,2014,3717.35,4.8968,0.0,,219.3027,,5360.0,1.46,1.14,0.18,37.0169
HD 141399 e,HD 141399,Radial Velocity,2014,5000.0,5.0,0.26,,209.7678,,5600.0,,1.07,0.35,37.0169
HD 141399 e,HD 141399,Radial Velocity,2014,3336.0,4.5,0.047,,204.68149411,,5594.76,1.387236,1.091086,0.3661,37.0169
HD 141937 b,HD 141937,Radial Velocity,2002,653.22,1.52,0.41,,3080.0,,5925.0,,1.1,0.11,33.3622
HD 141937 b,HD 141937,Radial Velocity,2002,653.22,1.4877,0.41,,2960.78,,5879.0,0.99,1.03,0.12,33.3622
HD 141937 b,HD 141937,Radial Velocity,2002,653.21997,1.5,0.41,,3079.7727,,5870.0,1.03,1.09,0.11,33.3622
HD 142 A d,HD 142,Radial Velocity,2022,108.45299,0.474,0.13,,82.63538582,,,,1.21,,26.1853
HD 142 b,HD 142,Radial Velocity,2001,339.0,1.0,0.37,,327.35,,6025.0,,1.15,0.04,26.1853
HD 142 b,HD 142,Radial Velocity,2001,349.7,1.02,0.17,,397.27,,6245.0,1.47,1.232,0.09,26.1853
HD 142 b,HD 142,Radial Velocity,2001,319.0,,0.26,,2256.5816897,,,,,,26.1853
HD 142 b,HD 142,Radial Velocity,2001,351.43394,1.039,0.158,,396.96768034,,,,1.21,,26.1853
HD 142 b,HD 142,Radial Velocity,2001,350.3,1.045,0.26,,416.34,,6249.0,,1.24,0.1,26.1853
HD 142 c,HD 142,Radial Velocity,2012,6005.0,6.8,0.21,,1684.4,,6245.0,1.47,1.232,0.09,26.1853
HD 142 c,HD 142,Radial Velocity,2012,10159.64279,9.811,0.277,,3464.64746471,,,,1.21,,26.1853
HD 142022 A b,HD 142022 A,Radial Velocity,2005,1935.0,2.939,0.506,,1433.40611557,,5499.0,,0.98,0.19,34.2802
HD 142022 A b,HD 142022 A,Radial Velocity,2005,1928.0,3.03,0.53,,1600.0,,5499.0,,0.99,0.19,34.2802
HD 142022 A b,HD 142022 A,Radial Velocity,2005,1928.0,2.93,0.53,,1411.1652,,5421.0,1.04,0.9,0.19,34.2802
HD 142245 b,HD 142245,Radial Velocity,2011,1299.0,2.77,0.09,,603.9,,4878.0,5.2,1.69,0.23,97.2305
HD 142245 b,HD 142245,Radial Velocity,2011,1299.0,2.78,0.0,,975.7381,,4922.0,4.63,3.5,0.17,97.2305
HD 142415 b,HD 142415,Radial Velocity,2003,386.29999,1.06,0.5,,530.7761,,5940.0,1.04,1.07,0.13,35.5318
HD 142415 b,HD 142415,Radial Velocity,2003,386.3,1.05,0.5,,515.0,,6045.0,,1.03,0.21,35.5318
HD 143105 b,HD 143105,Radial Velocity,2016,2.1974,0.0379,0.07,,384.5743,,6380.0,,1.51,0.15,46.7789
HD 143361 b,HD 143361,Radial Velocity,2008,1057.0,2.0,0.15,,991.588,,,,0.95,0.06,68.5146
HD 143361 b,HD 143361,Radial Velocity,2008,1039.15,1.988,0.197,,1122.57556,,5507.0,0.916,0.968,0.14,68.5146
HD 143361 b,HD 143361,Radial Velocity,2008,1086.0,2.0,0.18,,953.49,,,,0.95,0.29,68.5146
HD 143361 b,HD 143361,Radial Velocity,2008,1040.0,2.05,0.198,,1557.3591943,,,,1.06,,68.5146
HD 143361 b,HD 143361,Radial Velocity,2008,1042.4,1.994,0.1938,,1382.55357045,,5507.0,,0.968,0.14,68.5146
HD 143361 b,HD 143361,Radial Velocity,2008,1046.2,1.98,0.193,,1106.0484,,5505.0,0.99,0.95,0.22,68.5146
HD 144899 b,HD 144899,Radial Velocity,2022,40.43914,0.242,0.821,,20.34101805,,,,1.16,,115.665
HD 145377 b,HD 145377,Radial Velocity,2008,103.95,0.45,0.31,,1913.3366,,6014.0,1.05,1.2,0.11,53.4884
HD 145377 b,HD 145377,Radial Velocity,2008,103.95,0.45,0.307,,1830.624,,6046.0,1.14,1.12,0.12,53.4884
HD 145457 b,HD 145457,Radial Velocity,2010,176.3,0.76,0.11,,708.7609,,4769.0,10.52,1.23,-0.25,135.292
HD 145457 b,HD 145457,Radial Velocity,2010,176.13,0.762,0.111,,888.01256916,,4757.0,9.9,1.9,-0.14,135.292
HD 145457 b,HD 145457,Radial Velocity,2010,,0.61,,,600.7,,,,1.0,,135.292
HD 145457 b,HD 145457,Radial Velocity,2010,176.3,0.76,0.112,,921.668,,4757.0,9.9,1.9,-0.14,135.292
HD 145675 c,14 Her,Radial Velocity,2021,15732.45889,11.924,0.393,,1597.08774518,,,,0.91,,17.9323
HD 145675 c,14 Her,Radial Velocity,2021,25000.0,16.4,0.45,,1843.4047606,,5314.94,0.995819,0.969205,0.4052,17.9323
HD 145934 b,HD 145934,Radial Velocity,2015,2730.0,4.6,0.053,,724.62,,,5.38,1.748,,227.881
HD 145934 b,HD 145934,Radial Velocity,2015,2790.0,4.73,0.057,,648.36995028,,4823.75,6.930587,1.812692,0.0951,227.881
HD 145934 b,HD 145934,Radial Velocity,2015,2751.53433,4.89,0.078,,658.5404593,,,,2.058,,227.881
HD 1461 b,HD 1461,Radial Velocity,2010,5.77152,0.0634,0.172,,6.44,,5765.0,,1.02,0.19,23.4534
HD 1461 b,HD 1461,Radial Velocity,2010,5.77142,0.0636,0.062,,6.61083087,,5695.23,1.152288,1.03064,0.1823,23.4534
HD 1461 b,HD 1461,Radial Velocity,2010,5.7727,0.063438,0.14,,7.6,,5765.0,1.11,1.018,,23.4534
HD 1461 b,HD 1461,Radial Velocity,2010,5.77267,,0.16,,8.1,,5739.0,1.12896,1.03,0.16,23.4534
HD 1461 c,HD 1461,Radial Velocity,2015,13.5052,0.1117,0.305,,5.59,,5765.0,,1.02,0.19,23.4534
HD 1461 c,HD 1461,Radial Velocity,2015,13.504,0.1121,0.11,,7.05579064,,5695.23,1.152288,1.03064,0.1823,23.4534
HD 147018 b,HD 147018,Radial Velocity,2009,44.236,0.2388,0.4686,,674.0,,5441.0,,0.927,0.1,40.4256
HD 147018 c,HD 147018,Radial Velocity,2009,1008.0,1.922,0.133,,2080.0,,5441.0,,0.927,0.1,40.4256
HD 147379 b,HD 147379,Radial Velocity,2017,86.78,0.323,0.07,,28.55,,4156.0,,0.6,0.19,10.7643
HD 147379 b,HD 147379,Radial Velocity,2017,86.592,0.3315,0.1,,30.82935548,,4126.06,0.628304,0.648011,0.114,10.7643
HD 147379 b,HD 147379,Radial Velocity,2017,86.54,0.3193,0.01,,24.7,,4090.0,0.57,0.58,0.16,10.7643
HD 147379 b,HD 147379,Radial Velocity,2017,86.58,,0.063,,21.6,,4090.0,,0.58,0.16,10.7643
HD 147513 b,HD 147513,Radial Velocity,2003,528.4,1.32,0.26,,385.0,,5883.0,,1.11,0.06,12.9032
HD 14787 b,HD 14787,Radial Velocity,2018,676.6,1.7,0.155,,356.28743,,4946.0,5.01,1.43,,119.137
HD 147873 b,HD 147873,Radial Velocity,2016,116.596,0.522,0.207,,1633.6462,,5972.0,2.29,1.38,0.03,109.055
HD 147873 c,HD 147873,Radial Velocity,2016,491.54,1.36,0.23,,731.009,,5972.0,2.29,1.38,0.03,109.055
HD 148156 b,HD 148156,Radial Velocity,2009,1027.0,2.45,0.52,,270.144,,6308.0,1.21,1.22,0.29,57.1289
HD 148164 b,HD 148164,Radial Velocity,2018,328.55,0.993,0.587,,390.9309,,6032.0,1.34,1.21,0.24,77.1971
HD 148164 c,HD 148164,Radial Velocity,2018,5062.0,6.15,0.125,,1640.0028,,6032.0,1.34,1.21,0.24,77.1971
HD 148427 b,HD 148427,Radial Velocity,2009,331.5,0.93,0.16,,310.0,,5052.0,3.22,1.45,0.154,71.3499
HD 148427 b,HD 148427,Radial Velocity,2009,331.5,1.04,0.16,,413.179,,5025.0,3.86,1.64,0.08,71.3499
HD 149026 b,HD 149026,Radial Velocity,2005,2.8766,0.042,0.0,8.127,114.8,,6147.0,1.45,1.3,0.36,75.8643
HD 149026 b,HD 149026,Radial Velocity,2005,2.87598,0.04313,,7.330686,114.10097,1634.0,6160.0,1.368,1.294,0.36,75.8643
HD 149026 b,HD 149026,Radial Velocity,2005,2.8758916,0.04364,0.013,9.090499,102.34126,,6160.0,1.534,1.34,0.36,75.8643
HD 149026 b,HD 149026,Radial Velocity,2005,2.8758831,,,8.33267,,1602.0,6084.0,1.46,,,75.8643
HD 149026 b,HD 149026,Radial Velocity,2005,2.8758911,,,9.113,116.957,,6160.0,1.541,1.345,0.36,75.8643
HD 149026 b,HD 149026,Radial Velocity,2005,2.8758911,0.0432,0.051,,103.61258,,6084.0,1.5,1.3,0.36,75.8643
HD 149026 b,HD 149026,Radial Velocity,2005,2.87588874,,,,,,6160.0,,,0.36,75.8643
HD 149026 b,HD 149026,Radial Velocity,2005,2.8758911,0.04288,,6.83749,113.14748,1626.0,6147.0,1.29,1.271,0.36,75.8643
HD 149026 b,HD 149026,Radial Velocity,2005,2.87589,,0.0,8.29466,120.7754,,6179.0,1.41,1.42,0.32,75.8643
HD 149026 b,HD 149026,Radial Velocity,2005,,,,,,,,,,,75.8643
HD 149026 b,HD 149026,Radial Velocity,2005,2.8758885,,,,,,6160.0,1.368,1.294,0.36,75.8643
HD 149026 b,HD 149026,Radial Velocity,2005,,,0.0028,,102.97692,,,,1.345,0.24,75.8643
HD 149143 b,HD 149143,Radial Velocity,2005,4.07182,0.053,0.0167,,422.7139,,5856.0,1.44,1.2,0.29,73.2801
HD 149143 b,HD 149143,Radial Velocity,2005,4.088,0.052,0.08,,432.2488,,5730.0,,1.1,0.2,73.2801
HD 149143 b,HD 149143,Radial Velocity,2005,4.072,0.05,0.02,,537.1327,,6013.0,1.63,1.73,0.36,73.2801
HD 149143 b,HD 149143,Radial Velocity,2005,4.072,0.053,0.016,,422.7,,5884.0,1.49,1.21,0.26,73.2801
HD 149806 b,HD 149806,Radial Velocity,2022,16521.52778,12.404,0.357,,4003.68444298,,,,0.93,,20.2727
HD 150010 b,HD 150010,Radial Velocity,2022,562.0,1.4,0.2,,762.7881768,,4153.0,16.2,1.3,-0.25,144.49
HD 1502 b,HD 1502,Radial Velocity,2011,431.8,1.31,0.101,,985.2,,5049.0,4.5,1.61,0.09,190.953
HD 1502 b,HD 1502,Radial Velocity,2011,428.5,1.262,0.031,,874.0325,,4947.0,4.67,1.46,,190.953
HD 150706 b,HD 150706,Radial Velocity,2012,13100.0,11.5,0.787,,772.32302901,,5961.0,,1.17,-0.01,28.2697
HD 150706 b,HD 150706,Radial Velocity,2012,5894.0,6.7,0.38,,861.28,,5961.0,0.96,1.17,-0.01,28.2697
HD 151450 b,HD 151450,Radial Velocity,2022,21.89288,0.16,0.496,,38.45723725,,,,1.14,,43.6002
HD 151450 c,HD 151450,Radial Velocity,2022,18144.76236,14.131,0.138,,1636.18063924,,,,1.14,,43.6002
HD 152079 b,HD 152079,Radial Velocity,2009,2899.0,3.98,0.52,,692.8694,,5726.0,1.15,1.1,0.16,87.8888
HD 152079 b,HD 152079,Radial Velocity,2009,2097.0,3.2,0.6,,953.45,,,,1.023,0.16,87.8888
HD 152079 b,HD 152079,Radial Velocity,2009,2918.92,4.187,0.532,,845.74563,,5907.0,1.128,1.147,0.29,87.8888
HD 152581 b,HD 152581,Radial Velocity,2011,689.0,1.48,0.074,,476.7,,5155.0,4.8,0.927,-0.46,165.76
HD 152581 b,HD 152581,Radial Velocity,2011,689.0,1.49,0.0,,724.6524,,5095.0,4.8,1.72,-0.3,165.76
HD 152581 b,HD 152581,Radial Velocity,2011,686.5,1.66,0.04,,594.02427,,5027.0,5.14,1.3,,165.76
HD 152843 b,HD 152843,Transit,2021,11.62075439967,,,3.20755401,,1003.11,6329.0,1.39619,,,107.898
HD 152843 b,HD 152843,Transit,2021,11.6264,0.1053,0.14,3.41,11.56,,6310.0,1.43,1.15,-0.16,107.898
HD 152843 c,HD 152843,Transit,2021,,,,4.18440826,,253.08,6329.0,1.39619,,,107.898
HD 152843 c,HD 152843,Transit,2021,24.38,,0.115,5.83,27.5,,6310.0,1.43,1.15,-0.16,107.898
HD 15337 b,HD 15337,Transit,2019,4.7559804,,0.058,1.77,6.519,,5131.0,0.855,0.829,0.03,44.8155
HD 15337 b,HD 15337,Transit,2019,4.75642,0.05245,0.17,1.699,7.2,1006.0,5131.0,0.839,0.851,0.03,44.8155
HD 15337 b,HD 15337,Transit,2019,4.75597367929,,,1.72541702,,909.53,5175.2,0.841842,,,44.8155
HD 15337 b,HD 15337,Transit,2019,4.75615,0.0522,0.09,1.64,7.51,1001.0,5125.0,0.856,0.9,0.15,44.8155
HD 15337 c,HD 15337,Transit,2019,17.18072135901,,,2.19540344,,592.77,5175.2,0.841842,,,44.8155
HD 15337 c,HD 15337,Transit,2019,17.1784,0.1268,0.05,2.39,8.11,642.0,5125.0,0.856,0.9,0.15,44.8155
HD 15337 c,HD 15337,Transit,2019,17.180546,,0.096,2.526,6.792,,5131.0,0.855,0.829,0.03,44.8155
HD 15337 c,HD 15337,Transit,2019,17.1784,0.1235,0.19,2.522,8.79,656.1,5131.0,0.839,0.851,0.03,44.8155
HD 153557 b,HD 153557,Radial Velocity,2022,7.29903,0.068,0.065,,20.34101805,,,,0.79,,17.9412
HD 153557 c,HD 153557,Radial Velocity,2022,15.27018,0.111,0.511,,17.48056238,,,,0.79,,17.9412
HD 153557 d,HD 153557,Radial Velocity,2022,40654.64809,21.449,0.152,,8725.66108578,,,,0.79,,17.9412
HD 153950 b,HD 153950,Radial Velocity,2008,499.4,1.28,0.34,,867.639,,6076.0,1.34,1.12,-0.01,48.4549
HD 153950 b,HD 153950,Radial Velocity,2008,499.39999,1.28,0.34,,937.5985,,6124.0,1.28,1.25,-0.01,48.4549
HD 154088 b,HD 154088,Radial Velocity,2021,18.56,0.134,0.344,,6.6,,5374.0,,0.91,0.28,18.2692
HD 154345 b,HD 154345,Radial Velocity,2006,3341.55884,4.21,0.04,,260.6206,,5468.0,0.85,0.71,-0.11,18.284
HD 154345 b,HD 154345,Radial Velocity,2006,3538.0,4.3,0.26,,317.8,,5455.0,0.869746,0.95,-0.13,18.284
HD 154345 b,HD 154345,Radial Velocity,2006,3342.0,4.19,0.044,,300.972,,,,0.88,,18.284
HD 154345 b,HD 154345,Radial Velocity,2006,3340.0,4.2,0.157,,378.21580433,,5468.0,,0.88,-0.105,18.284
HD 154345 b,HD 154345,Radial Velocity,2006,3267.0,,0.038,,365.5045,,,,0.893,,18.284
HD 154345 b,HD 154345,Radial Velocity,2006,3420.0,4.272,0.038,,287.63470834,,5490.62,0.87005,0.886394,-0.0699,18.284
HD 154391 b,HD 154391,Radial Velocity,2023,5163.0,7.46,0.2,,2892.2385037,,4909.0,8.56,2.07,0.1,100.947
HD 154672 b,HD 154672,Radial Velocity,2008,163.967,0.59,0.6,,1503.3359,,5655.0,1.44,1.08,0.11,63.0484
HD 154672 b,HD 154672,Radial Velocity,2008,163.9,0.6,0.61,,1600.0,,5743.0,1.35827,1.03,0.25,63.0484
HD 154672 b,HD 154672,Radial Velocity,2008,163.94,0.6,0.61,,1706.7471,,5743.0,1.32,1.18,0.25,63.0484
HD 154857 b,HD 154857,Radial Velocity,2004,408.60001,1.29,0.46,,778.6835,,5589.0,2.3,1.96,-0.22,63.4482
HD 154857 b,HD 154857,Radial Velocity,2004,409.0,1.2,0.47,,570.0,,5604.56,2.27465,0.99,-0.2236,63.4482
HD 154857 b,HD 154857,Radial Velocity,2004,408.6,1.291,0.46,,711.91,,5605.0,1.76,1.718,-0.2,63.4482
HD 154857 c,HD 154857,Radial Velocity,2014,3452.0,5.36,0.06,,819.97,,5605.0,1.76,1.718,-0.2,63.4482
HD 155193 b,HD 155193,Radial Velocity,2021,352.65,1.04,0.21,,238.37130525,,6239.0,,1.221,0.05,57.7995
HD 155358 b,HD 155358,Radial Velocity,2007,194.3,0.63,0.17,,314.6517,,5905.0,1.38,1.15,-0.6,43.6197
HD 155358 b,HD 155358,Radial Velocity,2007,194.3,0.64,0.17,,270.0,,5900.0,,0.92,-0.51,43.6197
HD 155358 c,HD 155358,Radial Velocity,2007,391.9,1.02,0.16,,261.0,,5900.0,,0.92,-0.51,43.6197
HD 155918 b,HD 155918,Radial Velocity,2022,1.87567,0.03,0.194,,7.62788177,,,,1.03,,27.561
HD 155918 c,HD 155918,Radial Velocity,2022,17202.19446,13.183,0.071,,1878.04805696,,,,1.03,,27.561
HD 156098 b,HD 156098,Radial Velocity,2022,21.85849,0.167,0.109,,15.89142035,,,,1.29,,48.249
HD 156098 c,HD 156098,Radial Velocity,2022,7841.5839,8.415,0.391,,1661.6069118,,,,1.29,,48.249
HD 156279 b,HD 156279,Radial Velocity,2011,131.05,0.495,0.708,,3086.0,,5453.0,,0.93,0.14,36.1945
HD 156279 b,HD 156279,Radial Velocity,2011,133.40355,0.502,0.647,,2997.75753482,,,,0.94,,36.1945
HD 156279 b,HD 156279,Radial Velocity,2011,131.05,0.49,0.71,,3140.1604,,5453.0,0.95,0.95,0.14,36.1945
HD 156279 b,HD 156279,Radial Velocity,2011,133.4031,0.5041,0.64779,,3019.3698665,,5458.24,0.966117,0.959814,0.1917,36.1945
HD 156279 c,HD 156279,Radial Velocity,2018,4818.25358,5.486,0.261,,3098.82696825,,,,0.94,,36.1945
HD 156279 c,HD 156279,Radial Velocity,2018,4191.0,,0.231,,2733.338,,,,0.93,,36.1945
HD 156279 c,HD 156279,Radial Velocity,2018,4758.0,5.461,0.2597,,3003.47844615,,5458.24,0.966117,0.959814,0.1917,36.1945
HD 156411 b,HD 156411,Radial Velocity,2009,842.2,1.88,0.22,,235.18,,5900.0,2.16,1.25,-0.12,56.8655
HD 156668 b,HD 156668,Radial Velocity,2010,4.64275,0.05024,0.235,,5.02168883,,4903.69,0.774528,0.785167,0.0493,24.3323
HD 156668 b,HD 156668,Radial Velocity,2010,4.6426,,0.22,,4.15,,4849.92,0.760432,0.79,-0.0511,24.3323
HD 156668 b,HD 156668,Radial Velocity,2010,4.6455,0.05,0.0,,4.15,,4850.0,0.72,0.772,0.05,24.3323
HD 156668 c,HD 156668,Radial Velocity,2021,811.3,1.57,0.089,,31.49679513,,4903.69,0.774528,0.785167,0.0493,24.3323
HD 156846 b,HD 156846,Radial Velocity,2007,359.51001,1.12,0.85,,3391.2461,,6090.0,1.9,1.38,0.15,47.7332
HD 156846 b,HD 156846,Radial Velocity,2007,359.5546,1.096,0.84785,,3359.32,,5969.0,2.12,1.35,0.17,47.7332
HD 156846 b,HD 156846,Radial Velocity,2007,359.51,0.993,0.8472,,3321.3235,,6138.0,,1.43,0.22,47.7332
HD 158038 b,HD 158038,Radial Velocity,2011,521.0,1.52,0.291,,572.1,,4897.0,4.8,1.65,0.28,94.8625
HD 158038 b,HD 158038,Radial Velocity,2011,521.0,1.5,0.29,,486.2799,,4860.0,4.5,1.3,0.19,94.8625
HD 158259 b,HD 158259,Radial Velocity,2020,2.1779407,,,1.28228,,1462.0,5801.89,1.26,,,27.0498
HD 158259 b,HD 158259,Radial Velocity,2020,2.178,,,,2.22,,,1.21,1.08,,27.0498
HD 158259 c,HD 158259,Radial Velocity,2020,3.432,,,,5.6,,,1.21,1.08,,27.0498
HD 158259 d,HD 158259,Radial Velocity,2020,5.1980814,,,,5.41,,,1.21,1.08,,27.0498
HD 158259 e,HD 158259,Radial Velocity,2020,7.951,,,,6.08,,,1.21,1.08,,27.0498
HD 158259 f,HD 158259,Radial Velocity,2020,12.028,,,,6.14,,,1.21,1.08,,27.0498
HD 158996 b,HD 158996,Radial Velocity,2018,820.2,2.1,0.13,,4449.62,,4069.0,50.3,1.8,-0.2,283.659
HD 15906 b,HD 15906,Transit,2023,10.924709,0.09,0.11,2.24,,668.0,4757.0,0.762,0.79,0.02,45.5621
HD 15906 b,HD 15906,Transit,2023,10.92454779649,,,1.90150181,,621.42,4884.0,0.74413,,,45.5621
HD 15906 c,HD 15906,Transit,2023,21.583298,0.141,0.04,2.93,,532.0,4757.0,0.762,0.79,0.02,45.5621
HD 159243 b,HD 159243,Radial Velocity,2013,12.62,0.11,0.02,,359.13,,6123.0,1.12,1.125,0.05,73.3055
HD 159243 c,HD 159243,Radial Velocity,2013,248.4,0.8,0.075,,603.9,,6123.0,1.12,1.125,0.05,73.3055
HD 159868 b,HD 159868,Radial Velocity,2006,1184.1,2.32,0.024,,704.94694,,5534.0,2.13,1.19,,55.8503
HD 159868 b,HD 159868,Radial Velocity,2006,1178.40002,2.3,0.01,,797.7533,,5566.0,1.97,1.42,-0.05,55.8503
HD 159868 b,HD 159868,Radial Velocity,2006,986.0,2.0,0.69,,540.288,,5534.0,2.06273,0.97,-0.06,55.8503
HD 159868 b,HD 159868,Radial Velocity,2006,1178.4,2.25,0.01,,667.41,,5558.0,,1.087,-0.08,55.8503
HD 159868 c,HD 159868,Radial Velocity,2012,352.3,1.0,0.15,,232.01,,5558.0,,1.087,-0.08,55.8503
HD 159868 c,HD 159868,Radial Velocity,2012,351.0,1.032,0.184,,244.09344,,5534.0,2.13,1.19,,55.8503
HD 1605 b,HD 1605,Radial Velocity,2015,577.9,1.48,0.078,,310.0,,4757.0,3.8,1.31,0.21,88.8047
HD 1605 b,HD 1605,Radial Velocity,2015,577.2,1.492,0.095,,296.85322,,4915.0,3.49,1.33,0.22,88.8047
HD 1605 b,HD 1605,Radial Velocity,2015,577.90002,1.49,0.08,,368.6828,,4757.0,4.33,1.72,0.21,88.8047
HD 1605 c,HD 1605,Radial Velocity,2015,2111.0,3.52,0.098,,1110.0,,4757.0,3.8,1.31,0.21,88.8047
HD 1605 c,HD 1605,Radial Velocity,2015,2149.0,3.584,0.099,,1150.5446,,4915.0,3.49,1.33,0.22,88.8047
HD 160691 b,HD 160691,Radial Velocity,2000,637.0,1.5,0.31,,540.311,,,,1.08,,15.5981
HD 160691 b,HD 160691,Radial Velocity,2000,645.0,,,,1366.6621501,,5773.0,1.33,1.13,0.28,15.5981
HD 160691 b,HD 160691,Radial Velocity,2000,643.25,1.497,0.128,,532.68308,,,,1.08,,15.5981
HD 160691 b,HD 160691,Radial Velocity,2000,743.0,1.65,0.62,,626.1251,,,,1.08,0.28,15.5981
HD 160691 b,HD 160691,Radial Velocity,2000,645.5,1.5,0.2,,530.75,,5807.0,,1.08,0.263,15.5981
HD 160691 b,HD 160691,Radial Velocity,2000,646.485,1.535,0.0001,,532.978,,5771.56,1.37818,1.03,0.3016,15.5981
HD 160691 c,HD 160691,Radial Velocity,2004,2986.0,4.17,0.57,,985.23,,5807.0,,1.08,0.263,15.5981
HD 160691 c,HD 160691,Radial Velocity,2004,4205.8,5.235,0.0985,,576.519,,,,1.08,,15.5981
HD 160691 c,HD 160691,Radial Velocity,2004,4472.967,5.543,0.027,,770.07,,5771.56,1.37818,1.03,0.3016,15.5981
HD 160691 c,HD 160691,Radial Velocity,2004,3947.0,,,,1398.4449908,,5773.0,1.33,1.13,0.28,15.5981
HD 160691 d,HD 160691,Radial Velocity,2004,9.6369,0.09286,0.184,,10.17,,5771.56,1.37818,1.03,0.3016,15.5981
HD 160691 d,HD 160691,Radial Velocity,2004,9.6386,0.09094,0.172,,10.5547,,,,1.08,,15.5981
HD 160691 d,HD 160691,Radial Velocity,2004,9.55,0.09,0.0,,14.0,900.0,5813.0,,1.1,0.32,15.5981
HD 160691 d,HD 160691,Radial Velocity,2004,9.6392,,,,,,5773.0,1.33,1.13,0.28,15.5981
HD 160691 e,HD 160691,Radial Velocity,2006,307.9,,,,2224.798849,,5773.0,1.33,1.13,0.28,15.5981
HD 160691 e,HD 160691,Radial Velocity,2006,310.55,0.921,0.0666,,165.8685,,,,1.08,,15.5981
